Submission date	OS	Version	Rating	Combined Review	Likes
2022-09-07 13:16:43	iOS	1.2.0	1	Horrible - My son graduated preschool before the app ever started working for him while in school, and now broke again when my daughter started at a new preschool. No ability to login, 4 hours of being put on hold and the buck passed around to different supervisors, no calls back, and no timeline for a fix. What irresponsible engineering and leadership to launch an app that is alpha at best, not able to successfully handle students starting or transferring schools without breaking and proving useless for months on end.     Schools- I can’t say strongly enough, don’t cancel Brightwheel for a discount with SproutAbout - you won’t be able to talk to your parents or share about your students, in the day-to-day or in case of emergency.	0
2022-09-07 9:46:54	iOS	1.2.0	2	Issues from the start - My son was in one daycare location off for a month and transferred to another location same daycare group. I have not been able to logon going on the second week now. I have called every day last week to check in status of the issues. Still last Friday they did not have it fixed. The communication previously was none. Because the teachers don’t get notifications when something is sent. I am still waiting to get into the app. When I tried today it was just spinning and I can not get in. I don’t like this app needs better improvement. All reviews have been nothing but bad.	0
2022-09-06 9:09:02	iOS	1.2.0	1	most stupid app for child care - this has many usability issue, worst thing is that teachers have to check in before you can see camera. teacher are anyway busy so this should automatically start streaming base on time. also messages don’t show notifications.	0
2022-09-02 21:35:45	iOS	1.2.0	1	This app not working - I hate this app it’s doesn’t seem to work on my phone . I keep deleting hoping to get to work but still doesn’t help	0
2022-09-01 11:50:40	iOS	1.2.0	2	Good app but needs work - Alot of the time it freezes. Good app but needs to be more interactive, video layout isnt easy as well.	0
2022-09-01 8:50:16	iOS	1.2.0	1	Horrible!!! App - hate this app!! I can never see my daughters it is always downloading the information but I can't see anything when I get in it tells me that I don't have access to see the cameras that there is a problem all the time it's the same. I hope they solve this Soon I am missing moments of my daughters growth that I will not be able to see again!! never had such a problem with brightwheel.	0
2022-08-28 2:12:17	iOS	1.2.0	2	App has too many glitches - Application does not show a red notification alert on the icon like Brightwheel does to see if you have unread messages. Teachers aren’t alerted of parent’s messages and therefore communication has been lost. The daily summaries move to the next day after my child has been checked out for that day. For example if it’s Wednesday the 24th and we pick my daughter up at 5pm, when I get home, my daily summary is now up top for Thurs the 25th which hasn’t even started. With Brightwheel, I used to be able to check at night after daycare pick-up and review the daily summary to see how long my daughter napped on that day. Now I have to scroll through the entire day’s posts, find the nap start time and nap end time and calculate it. Same goes for food and potty updates. App needs to be corrected so daily summaries are saved for prior days and not cleared after children are clocked out.	0
2022-08-23 10:19:17	iOS	1.2.0	2	Not brightwheel - This app has been nothing but issues. I don’t get all the updates to my notifications. There is no notifications for messages either way. I only have access to one of my childrens SproutAbout. When I have two kids in the same school. They don’t show all the rooms of the daycare only the class rooms. No outside cameras and no play room cameras.	0
2022-08-17 12:58:32	iOS	1.2.0	2	It’s fine - Our daycare used a different app prior to Sprout About which I preferred for user ability and intuitive functioning. I am a fan of icons (ex: landing page is Kids Names), then within that icon in the form of easily clickable categories: nap, food, absent, late drop off, early pick up, messages, notes, etc (versus a drop down menu), then once clicked we see the specifics. I HATE scrolling pages and having to piece together their days from the top of the page down. So jumbled. Basically I only use the app if the daycare tells me there is something on there (notifications don’t even work), but not really for information sharing or checking on my kids’ days like it’s intended.	0
2022-08-17 9:06:55	iOS	1.2.0	1	Garbage - I have zero camera access even though I am logged in. Says camera access isn't available every single time I try to check. This is the worst school app I've seen	0
2022-08-15 8:30:16	iOS	1.2.0	2	Major issue with messaging/communication!! - Moving from Brightwheel to SproutAbout has been a difficult adjustment. The home page is visually pleasing with color-coded, big boxes for activities (blue for food, purple for potty, etc). It’s nice that live streaming is incorporated into the app. That’s the extent of the positive feedback I have.     Where the app fails SPECTACULARLY is communication between parents and the teachers. One would think that the note icon that’s second from the left at the bottom of the homepage would be where you can message the teacher/staff, but that’s actually where you write drop off notes. It would make much more sense for that to be where you can communicate with the school. Instead, you have to click the icon at the far right (that I think is supposed to be a text bubble, but it’s hard to decipher and should be changed). When you click the unidentifiable icon, you’re taken to a list of communications from the school. NOWHERE on that page is a button to press to start a conversation. After much frustration, I realized that you need to click the name of their classroom and that’s how you can write a message to the teacher. Before I figured that out, we clicked the message thread from School Leadership since they were the only ones we’d received messages from initially, and when you send School Leadership a message, they don’t actually get it.     From what the staff at our school is saying, the app is clunky and not user-friendly from their end just like it is on our end too. Please fix the messaging setup! Keep the paper and pencil icon on the bottom and allow us to click that, choose who we want to message from a drop-down box, then have the text box underneath that. That eliminates the unidentifiable icon on the far right and it eliminates the need for separate drop-off notes because you’d just type in what you want the teachers to know just like you would a normal message (which is all drop-off notes are).     If you can’t or won’t fix this issue, then do like other apps do and have a tutorial that pops up when you first get the app and anytime you open it until you select to opt out of the tutorial. Have arrows that highlight where to click to find certain information so you don’t throw parents and staff into a deep pool and expect them to figure out these aspects of the app — aspects that don’t make sense on a practical level.     I think it has potential to be a good app, but only if feedback is heard and implemented because if not, we’re all going to be left desperately missing Brightwheel and you’ll be left with a low rating and frustrated parents.	0
2022-08-13 18:26:58	iOS	1.2.0	1	Not Impressed - Our daycare switched to this app a few months ago and it has been pretty disappointing. It’s glitchy, slow, and the posts seem more weird and impersonal than the app we used to use. My child’s teachers aren’t even happy with it. It has a lot of issues, especially with communication between staff and parents. Not sure why any daycare would choose to use this app.	0
2022-08-12 16:29:55	iOS	1.2.0	1	Horrible - Need focus fix Your app	0
2022-08-11 5:02:46	iOS	1.2.0	4	Camera issues - Sent an email and tried to call regarding camera issues in the app. Will update to a better rating if this gets resolved. Been using the app for over a week and have not once been able to get the camera to show a feed. Either the feed doesn’t work even when my child is checked in or there is no icon for the video at all.    Update: response from tech was quick and they have been following up to make sure issue was resolved. Had to download a separate app to access the camera feed, but otherwise everything works well.	0
2022-08-10 8:54:25	iOS	1.2.0	2	Not brightwheel - The app is fine. Our daycare used Brightwheel for years and it was seamless. I am hoping SproutAbout will become more interactive than one way. I’d love for the staff to be able to comment back to the photo or activity update versus having to go to the messages. I don’t always get notifications so I have to pull up the app to see what is happening during the day where in Brightwheel I was constantly notified the moment it was recorded. I know staff doesn’t get a ding when a message is sent through and the communication glitches because of that is frustrating. They don’t know when I have sent them a message and 90% of the time I don’t know when they have sent me one. There’s also so many messaging options that sometimes I accidentally hit school leadership and never hear an update from my child. The messages aspect really needs some work. The auto-play feature in videos is annoying because I open the app and sounds starts when I didn’t request it too. My child is transitioning rooms and with the Watch me Grow app I was able to have a transition mode. I have not seen this feature in SproutAbout so I am not able to see my son during the day.	0
2022-08-09 7:26:58	iOS	1.2.0	1	Terrible app - Does not work properly, have to go to a notification to get app to open to my kids info. If I click from homepage, will error and say user not recognized. I don’t get messages in a timely manner either. Wish my daycare had not switched from Brightwheel.	0
2022-08-03 11:31:18	iOS	1.2.0	1	Still can’t see my child or get any updates - My newborn has been in daycare a week now still don’t have access to see my child nor get updates. Kinda frustrating calling customer service about the issue and he daycare not knowing why I don’t have access yet but I’m logged in. I didn’t have this issue with brightwheel	0
2022-08-01 15:41:07	iOS	1.2.0	1	Agree with the frustrations of others - Simply put, my thoughts are identical to those already expressed by the many, many other frustrated and unhappy app users. We’ve already begun actively exploring other daycare options to possibly leave our current center - switching to this new app isn’t winning any points on why we should stay with our existing provider.	0
2022-08-01 8:40:51	iOS	1.2.0	1	HORRIBLE!! - Was disappointed with the switch from Brightwheel.     My kids have been in school for 4 weeks now and I have no access and they seem to not care when I try to speak to a supervisor about my case because it’s an escalated ticket.     The school has tried to start me over with new ID’s and I’m back to where I started. Maybe I should come to a realization I will never have access.	0
2022-07-29 8:08:31	iOS	1.2.0	4	Works Great for Us! - I am thrilled with this app! We had Brightwheel before and I was fine with it… when they rolled this app out I was SUPER nervous because of all the harsh reviews (the ones where people can’t see anything about their child really worried me!). But it works great at our school. The cameras can be glitchy, but easy to just close out and restart the app and they work again. I feel more in touch with their days and it’s fascinating to watch the live stream! Overall, I’m really happy with it.     Favorite features:  - the Daily Summary when I need to quickly see their wake times  - live stream   - the camera automatically updates if they switch rooms  - I can comment on photos and react to them  - blocked out diaper/bathrooms     Room for improvement:  - camera glitches  - the multiple messaging options are confusing- idk which to use for what so I just stick with the classroom option vs School Leadership    Would love a camera for outdoor play!!	0
2022-07-28 11:07:37	iOS	1.2.0	5	Not that bad .. working great - Not that bad as people mentioned in reviews, I was little skeptical when my kid day care decided to move based on reviews.. but so far it’s working really well and I don’t have any complaints	1
2022-07-27 8:50:16	iOS	1.1.4	1	Worthless - Can’t even login. It amazes me how apps roll out and aren’t even debugged enough to get past the login screen.	0
2022-07-25 12:55:59	iOS	1.1.4	1	The worst! - Our daycare switched from Brightwheel to SproutAbout and there has been nothing positive I can say about it. In fact, I am rarely ever able to actually get into the system and see what’s going on with my little one. Glitch after glitch. If I could give zero stars I would, it’s not family friendly when you want to check out your little one and are only able to see a spinning symbol.	0
2022-07-25 7:24:36	iOS	1.1.4	1	Awful - This app is awful. This is the 4th app our daycare had used in the past 4 years & it’s the worse one yet. I imagine it’s cheaper, the company that bought out our daycare just keeps adding fees & trying to cut costs so they can make out better. The app constantly freezes and the cameras don’t work half the time. For what we pay we shouldn’t have to deal with this.	0
2022-07-22 13:42:53	iOS	1.1.4	1	Incompétence and poor customer service - These people do not know how to fix simple issues in their app and keep calling or sending emails that lead nowhere. What a poorly managed app.	0
2022-07-22 9:09:25	iOS	1.1.4	1	Needs a lot of work!! - Since our daycare switched from Brightwheel, communication with the daycare has been inconsistent and sometimes impossible, short of calling the daycare. I constantly have to hard reset my phone or I have to uninstall and reinstall the app for it to even open on my phone. The messaging system is a joke right now. The “school leadership” doesn’t get notifications that a message has been sent to them so I never get a response and it’s hit or miss whether the teacher receives a message depending on where the child gets checked into. Also, the cameras don’t load half the time. Horrible app!	0
2022-07-21 9:12:08	iOS	1.1.4	1	Cameras never work - We recently moved to this app at my son’s preschool and hated it from the beginning. I could never get the cameras to work, unless I deleted and redownloaded the app. Control alt delete. Idk never really worked for me. And my friends (with Android) with their kids in school, never had issues. Also, not as easy to communicate with teachers. In previous app, teachers easily responded and I’ve never gotten a response with this.	0
2022-07-21 8:50:50	iOS	1.1.4	2	Does not load well - Not sure if there is a bug that needs an update but this app does not load well. I receive the notifications but it never wants to login fully.	0
2022-07-20 11:26:58	iOS	1.1.4	1	Horrible - Sproutabout is a very buggy. Very unstable and we constantly lose video feeds and can’t open activity update videos or pictures at times. When the videos or pictures do work, the optimization for your iOS or android device is poor. The app doesn’t open to full screen on my fairly new devices while running either iOS or android. It’s a very frustrating user experience and we’ve found ourselves relying on WatchMeGrow more than a couple of times. In summary, I preferred the brightwheel app.	0
2022-07-20 7:28:12	iOS	1.1.4	1	Horrible for parents - Our daycare switched to this from brightwheel and this app is just horrible. Terrible interface that’s difficult to navigate, camera feature never works, and NO NOTIFICATIONS! No matter what settings I have on, I never receive push notifications with the red number on the app when I have messages. They pop up on my screen and disappear. I’ve missed so many messages that way. Dumb things too- like how on the pictures once you make them big you can’t swipe to see the others big, you have to back out. The communication piece is terrible. Overall I just really hate this app unfortunately.	0
2022-07-19 18:17:34	iOS	1.1.4	1	Hate this app - I hate this app with a passion. There is so muchImportant information that I am missing out on due to the fact that my notifications are delayed and every time I write something to the teacher it does not go through. I wish we could go back to brightwheel that App. was 100% better in	0
2022-07-19 14:24:32	iOS	1.1.4	1	Zero stars if I could…. - Not sure what they are trying to do when you call tech support to fix things but they don’t get fixed haven’t been able to use the app since we transitioned to it. No chats then locked out of the app. What a waste of an app.	0
2022-07-19 11:40:35	iOS	1.1.4	1	Slow, bad interface, buggy, frustrating - I really don’t like this app. It’s not well thought out.    The photos and videos don’t load most of the time. Messaging is spread out in weird ways and doesn’t make any sense.    Full screen view on a stack of photos doesn’t let you scroll or swipe through the rest of the images - if they load at all.    Photos and videos very often will not load.    No indication when you try to download a video that it’s actually doing anything. Most of the time it fails.	0
2022-07-18 14:25:53	iOS	1.1.4	2	Brightwheel was better - I am not able to receive notifications on my watch like I did with Brightwheel, which is convenient since I can’t be on my phone at work. Also, the interface is a lot more clunky than Brightwheel.	0
2022-07-17 22:26:28	iOS	1.1.4	1	Not great. - I wish my school hadn’t switched is the nicest thing to say. I was provided my guardian/family ID, created an account, verified the account, but when I try to log in it just takes me back to the log in screen. My school advised me to contact tech support for any issues. I can say the staff member I spoke with was polite and as helpful as she could be; but issues were not resolved. I have no idea what my child does throughout the day nor can I access any cameras. Please fix this app or just delete it. I’d rather have two separate apps knowing my child’s day than one app that doesn’t work/let me log in.	0
2022-07-15 19:19:12	iOS	1.1.4	1	Terrible app - Our daycare switched over from Brightwheel to this app a few months ago and it has been nothing but problems. There are constant outages and updates will either not log or log multiple times. I wish they never switched 😔 were getting to the point where we may look for a different daycare that does not use this app.	0
2022-07-15 16:26:47	iOS	1.1.4	1	Worst app I have ever used and it does not work most of the time. - This app does not work. We have never been able to get updates from the school and the school is not able to see our messages. We tried deleting the app and reinstalling it but now my wife can’t even log back in. We contacted the tech support but the tech support person wasn’t able to do anything. She didn’t even know how to troubleshoot the issue. She took down our information so someone else could take a look. This is the worst app I have ever used. The daycare we previously used had this app as well and, when it worked, it was not user friendly and most of the time the updates did not come through when they were put in by the school. We would get all of the morning updates at once around 10:30 every morning.	0
2022-07-15 13:20:42	iOS	1.1.4	1	Crappy app - This app is beyond buggy. It took almost two months for my account to work and now that it does I’ve had it for three days. Day one fine. Day two video feed was messed up and couldn’t see the feed because buttons and text were over the feed. I couldn’t adjust the view. Day three and it’s taking two or more minutes to load. Half the time it’s blank. No video feed.     Parents and caregivers rely on apps for information that informs our evening care (at least for me. I arrange my evening in response to info I get during the day) and during COVID and storm season we also need wellness and safety info and alerts. This is part of the fees we pay.     I’d love for this app to be improved quickly or I hope our daycare goes back to Brightwheel. We were promised a better app and this isn’t it.	0
2022-07-14 18:15:14	iOS	1.1.4	1	This app was not ready when rolled out - Too many places for communication with our school- school does not get a push notification when I send a message. Messages seem disjointed when communicating. We turn on all notifications in the settings and still do not see the majority of messages or activity. Video is not easy to navigate and instead of 2 views, we are now limited to 1 view. This app is a poor substitute for the apps we had before. Payment link sends me back to the website which shows terrible integration of systems. I feel like I’m beta testing your app and still paying the same price at my school.    Update: Three weeks since I have a ticket with their SproutAbout team and NOTHING has been done to fix the issue.	0
2022-07-12 23:17:46	iOS	1.1.4	1	Needs major updates - Started using this App a few weeks ago since the daycare center my child attends switched from Birghtwheel. So far i do not find Sprout About to be user friendly. I haven’t had camera access for over a week, which was a major selling point this app - updates and camera in one vs two separate apps. I think a major update needs to be done.. otherwise i think they should just switch back to Brightwheel	0
2022-07-12 18:08:59	iOS	1.1.4	1	Frustrated! - The transition to SproutAbout has been frustrating. We really miss brightwheel and the teachers have indicated the same thing. The teachers said they don’t get notified when I send messages and therefore do not respond. The app is messy and has too much going on. The updates that we do get always end up delayed. The cameras are not integrated and don’t work. We have communicated this to the director and really hope they go back to brightwheel!	0
2022-07-12 2:58:28	iOS	1.1.4	1	Not available in another country - My child’s daycare just switched to this app recently from Brightwheel. I have my mom and grandma live in Viet Nam and they cannot download this app over there because it’s only available to download in US. So from now they can’t watch their grandkid anymore and they are very sad about this. Please make it available in other countries please!	0
2022-07-08 21:14:36	iOS	1.1.4	1	Non functional - Same review as the others, wishing our center would go back to Brightwheel. Photos don’t load, videos are glitchy, and notifications are spotty- certainly not something you are looking for in an app to stay informed about your young children. Disappointing and hoping the center switches back soon.	0
2022-07-06 15:16:22	iOS	1.1.4	1	Lol I’m embarrassed for this app - SproutAbout is a pathetic excuse for an app; nothing functions properly, the UX is a joke, it takes simple processes and makes them exceedingly difficult to execute.     The 65 year old in charge of this project doesn’t know what an app is (“Is it like The Facebook??”) so they hired their neighbor’s kid to develop it because, you know, the neighbor’s kid is young and therefore they must be “hip” to technology... The neighbor’s 13 year old kid did a sh•t job with the app because they don’t actually know what they’re doing - but the boomer overseeing this project doesn’t know the difference (they also forgot their phone’s password that day so they couldn’t look at the app before approving it). But the thought of saving $5 a year on Brightwheel subscription fees had them salivating, so they said “Roll it out!” and then decided they should start writing their phone’s passcode on a sticky note so they stop forgetting it so often.	0
2022-07-05 16:31:40	iOS	1.1.4	1	Terrible app - Our daycare switched to this app and here have been constant issues since. The cameras don’t work much of the time and the daycare staff has complained they can’t enter updates sometimes.	0
2022-07-05 14:11:24	iOS	1.1.4	1	Garbage - This app is actual garbage. Our daycare said this app would be so much better than brightwheel & watch me grow, but there is no way. At least I could watch my kid before. With this app the camera is literally never working and the whole point of my daycare choice was to see my kid. This app is completely useless. I could only hope they fix the bugs but who knows… I just simply want peace of mind by watching my kid at daycare but that’s too hard to ask… this app deserves 0 stars. Also I log out and in 20+ times and still the app doesn’t work… garbage.	0
2022-06-30 18:37:50	iOS	1.1.4	1	Launched Too Soon - Great idea but way too many bugs. Camera feed stops working and I have to close and open the app to get it to work again (or wait until it finally resets itself). Not all notifications come through. School staff don’t get notifications when I send a message, so they don’t see it in a timely fashion. Formatting for iPad not great; can’t switch from live feed back to the other part of the app - must close and reopen the app. Such a disappointment and super frustrating when you’re wanting to see your child. The live feed and this information is why we pay what we do at our daycare.	0
2022-06-30 3:34:40	iOS	1.1.4	1	Did you guys even perform UAT on this before launching?! - I get why TLCG would want to develop their own app vs paying for someone else’s, but it needs to be FUNCTIONING. We spend over $26,000 a year on tuition with you guys for ONE child. I expect to be able to receive ANY notification sent to me regarding my child - today I receive ZERO. You weren’t ready to launch this app, and the fact that you did anyway and are now impacting all parents across your 1,000+ says a lot. FIX IT.    Concerns:    > Push notifications - there is a toggle in settings to select whether to receive them or not. There was also a request from iphone asking if I would like to enable push notifications from SproutAbout - both were marked ‘on’, however I get ZERO notifications. If my child’s teacher has something important to communicate, I have no idea unless I’m going in every 30-60 minutes to check, which is an unreasonable ask.    > Videos - half the time do not provide the audio (there is always audio being recorded, the app just isn’t providing it).    > daily activity updates - I don’t need graphic art that takes up a full phone screen for each diaper, nap, or food notification. I want to be able to see the notifications summarized. Please reference brightwheel. I shouldn’t have to scroll down 7-10 phone lengths to view the notifications, and then have to try to figure out if I scrolled too far and ended up in the previous day or not.    > How many messaging sections do you think we need?? - In settings, there should be an option to combine all messages into one view instead of having to select from several to see all messages. Our child switches between 2 classrooms (where teachers may also switch back and forth), so we have 3 different groups to check - for one child. I can’t imagine what it is like for parents with more than one child. It makes sense why there is a separate one to leadership only, but the other messages should be combined by child, not by assigned classroom.    > App thumbnail color - its a single color of sage green. This is my most frequently used app, as I’m sure it is for a lot of parents. It needs to stand out - add some color to it.	0
2022-06-29 12:30:02	iOS	1.1.4	1	Horrible - Our daycare switched from a fully functional app to this a few weeks ago. I was able to access the app for a day and then it stopped working. Countless phone calls and emails has not resolved the issue, though they tell me it’s working. I’ve deleted and reinstalled the app several times and still nothing. Hopefully you don’t need to use this app for updates on your children.	0
2022-06-29 11:26:41	iOS	1.1.4	1	Needs a Better User Experience and Customer Service is Awful! - I’ve been trying for three weeks to get this app to work. Customer service keeps suggesting I delete and reinstall. 🙄 Do you know what happens when we try that? The app completely freezes!!! Yesterday, the customer service man said maybe it’s your internet connection? Really during this 30 minute conversation, where you don’t understand how to work the app at your company, I’ve been working from home. Internet works just fine… your app doesn’t!! 😤 My childcare’s decision to switch to this app was a terrible decision.	0
2022-06-28 13:57:04	iOS	1.1.4	1	So many glitches and not proper communication - Our daycare switched to SproutAbout and ever since it has been problematic. It is constantly logging us out of the app and then will not reload to get back in. Once in the app, it is rare that the cameras work properly. I have been given camera access to rooms that my child was not in. The school confirmed she was logged into the proper room, but the camera still would not work.     Separate from all the bugs/glitches, the design of the app is just poor. If you get a notifications for a message or announcements, there are about 4 different places you have to check within the app to see what was said. It could be your Home Screen, classroom message, school leadership message, or a bulletin. It is also frustrating that school leadership cannot see your messages to the classroom. It would be nice if you could send one message to everyone instead of having to send it separately. The bulletin function also does not allow any responses or reactions to messages.	0
2022-06-27 18:23:03	iOS	1.1.4	1	The worst - Our daycare switched to this app from brightwheel/watch me grow about a month ago. I’m still not getting any updates or messages, and I am still unable to access the camera. My husband was finally able to start getting updates a couple days ago, so I know they’re being sent, I just can’t see anything. I’ve tried logging out and back in, restarting my phone, deleting the app and reinstalling, nothing works. The customer service is the worst I’ve ever experienced in my life. I don’t know why they bother having a number to call when all anyone can ever tell you is, “we’re working on it.” No actual help or possible solutions to try and fix anything, just a reassurance that they’re working on it. The last call I made they told me to use watch me grow, which is the app we were using previously for camera access. Fine by me, but honestly I wish they’d just switch back to brightwheel as well. At least until they get their crap app working right.	0
2022-06-23 15:18:34	iOS	1.1.4	5	Love this app! - I’m so confused about the bad reviews. I think this app is wonderful and very user friendly. I get notifications when any updates happen throughout the day with my child. Brightwheel was nice, but this app is much more informative. Really happy they made the switch!	1
2022-06-23 13:36:02	iOS	1.1.4	1	Very little thought went into this app - Problems I’ve had: unclear error messages. App developers actively chose to not let this run on macOS, to increase user frustration. App developers require users to fill out forms on mobile, so I hope you don’t have any motor issues. App developers force you to use a phone but chose not to implement Sign In with Apple, specifically to increase user frustration.	0
2022-06-22 1:11:01	iOS	1.1.4	1	Missing the Mark - I cannot read any of the bulletins sent out. I get the notification and can see the first 10 words or so, but when I click on it the app opens but nothing loads in. What happens when the message is urgent? I’ll never know!    Sadly, when I submitted a email support request it was received and then closed the next day with no other contact from the support.	0
2022-06-21 16:34:29	iOS	1.1.4	4	Working out the wrinkles - The reviews seem too harsh for this. With this app being brand new to my daycare, I can see how they are still working on it as they work with it. I can also see where it’s going and I think it is a great concept, and a step up from the old app. Looking forward to it developing and seeing where this app ends up!	0
2022-06-20 15:41:07	iOS	1.1.4	1	What the hay bales! - We been using this app for little over a month now. I was excited to use it and love the ideas. But it has been nothing but a hot mess! Gave this app more chances than I gave to my man🫡! My pet snail made it to the end of the driveway before this app was done loading. I rather put puzzles together all day then to figure how to use this app. It’s confusing and very annoying.	0
2022-06-20 14:42:28	iOS	1.1.4	1	Pretty bad - I used to check for updates and photos through the day and communicate with my kids teachers via the Brightwheel or Tadpoles app. SproutAbout is like a bad beta that did no UAT before releasing into the wild. The real losers in this are the kids who don’t get to benefit of easy communication channels between parents and the centers.	0
2022-06-20 12:23:14	iOS	1.1.4	1	0 stars - If I could give this app zero stars I would. We absolutely loved brightwheel and WatchMeGrow. Now for the first time since my infant started we are not able to access the cameras. One day it worked while glitching the whole time. The company puts in a ticket but there is clearly a much bigger problem here. PLEASE give us WatchMeGrow back until you are able to get this issue resolved. My feed has even started to have incredibly long loading times, making it hard for my to even see when my infant had his last bottle. Just terrible!!	0
2022-06-20 8:01:55	iOS	1.1.4	1	Not useable - So we just switched our daughters daycare and I was given a guardian ID that the app will not recognize. Neither me or my gf’s login credentials match, so there is no way of exploring the app or it’s features for us. No idea how this app got launched in this state, but now I know why all the other feedback for this app is so negative.	0
2022-06-20 7:31:56	iOS	1.1.4	1	Not a Fan - My child’s childcare facility switched from Brightwheel to SproutAbout a couple weeks ago and I have not had the best experience with this app. I have only been able to successfully use it like 3 times. I will get notifications from the daycare and when I try to open the app it just loads/cycles forever and never opens. I have uninstalled and reinstalled the app and still have the same issue.	0
2022-06-17 4:27:01	iOS	1.1.4	2	Looks nice but not efficient - Our daycare switched to the app a few weeks ago from Brightwheel and immediately had complications. There are still a lot of technical glitches but beyond that, the functionality is lacking when it comes to communication and visibility. Because of the issues with the app, we’ve been instructed to use three different platforms at once to interact with the school, and that just feels chaotic and not sustainable.   While the UX looks nice, it’s not a reliable solution for the daycare staff to communicate with parents or each other and that is a non-starter for me as a parent.	0
2022-06-16 16:03:12	iOS	1.1.4	1	Learning Care Group should be embarrassed with themselves - From the moment I opened the app it’s been nothing but problems. I am mind-blown over how poorly developed this app is and how shoddily it was rolled out. There were issues right from the get-go with logging in. The interface is deplorable - not efficient at all or easy to use. The cameras? What cameras? They don’t work. Really and truly, Learning Care Group should be ASHAMED of themselves for rolling out such a disaster. The reason I chose my daycare facility was largely due in part to the app-access it offered - and I feel blind-sided that they would do such a bait-and-switch. They took a perfectly functioning system (Brightwheel) and offered some half-baked, poor excuse for an app in its place. It’s truly despicable - this app deserves a solid 1 star. I wish I could give it a 0.	0
2022-06-16 8:18:36	iOS	1.1.4	2	Glitchy and loss of functionality - The daycare staff reports that it’s super glitchy and they don’t get messages. I can’t seem to find a way to send a general message that isn’t drop-off/pick-up which is one of the features I used most for my daughter who has special needs. The camera feed is hit or miss. I also can’t seem to subscribe to notifications for more than a day so I have to go in each day and click the boxes saying I want all notifications. It makes no sense that the app wouldn’t just save my preferences without clearing them each day. I like the idea of the app and that it combines brightwheel and “watch me grow” but the execution is flawed right now. I feel like the previous apps worked much better. I’m hoping the developers can fix these issues soon.	0
2022-06-15 12:26:57	iOS	1.1.4	2	Not too happy - I wanted to love this app seeing how I’d be able to go to one centralized place for updates and live videos. However, most of the time the cameras aren’t working. WatchMeGrow didn’t give me this many issues.	0
2022-06-15 9:06:52	iOS	1.1.4	1	Garbage - Our daycare just switched from Brightwheel and I hope they go back. We can’t get one parent into the app and it’s been weeks. The one we can get into the app is at best a 1 star. Hope they switch back. Get it together.	0
2022-06-14 21:42:07	iOS	1.1.4	1	Development Sorely Needed - This is definitely not what I expected with the new role out. Brightwheel was a lot more functional. But currently I have two children enrolled into Children Courtyard but I only have access to one. I haven't/can't receive notifications on behalf of my first born and it am not aware of any communications until I pick him up. I've submitted a ticket and worked with my facility manager and there hasn't been any progress.	0
2022-06-14 14:51:56	iOS	1.1.4	1	Nonfunctional - Doesn’t save any changes, doesn’t get rid of keypad so you can select the button at the bottom, have to keep force quitting to get it to work. Have had it for an hour and already wishing we could go back to Brightwheel. It is awful.	0
2022-06-14 12:26:17	iOS	1.1.4	1	Horrible! Worst app ever - Nothing works on this app	0
2022-06-14 9:16:07	iOS	1.1.4	1	Horrible - Ever since our daycare switched to this app it has been a nightmare. Can’t see the camera most of the time, delayed updates from caretakers, and overall not reliable. Please fix this app ASAP.	0
2022-06-14 7:43:42	iOS	1.1.4	1	If I could give 0 stars… - For those of you saying that you’re having trouble receiving notifications or accessing the camera, I am jealous. I can’t even get the SproutAbout app to open on my phone for the last 2 weeks. Any time I click the app icon, the SproutAbout splash screen shows up for a brief second and then I get the spinning loading wheel for an eternity. I have tried closing the app and restarting it with no luck. I have tried restarting my iPhone in order to connect and that will work maybe 50% of the time. I’ve reported this to our school, but it sounds like from the recent app reviews, a fix is unlikely to be seen any time soon.	0
2022-06-14 7:21:10	iOS	1.1.4	1	No message notifications is a huge problem - I am not getting notifications when I get messages from teachers. It’s clear teachers are not getting notified of my messages. My ability to communicate with staff has worsened with the rollout of this app (and I’ve always had great interactions with staff via brightwheel - it’s not the staff). I have missed health-related messages and teachers have missed allergy-related questions and requests. It’s completely unacceptable.	0
2022-06-14 5:59:07	iOS	1.1.4	1	Notifications - I don’t get any notifications when things are posted. I’ve missed important communications.	0
2022-06-13 13:55:34	iOS	1.1.4	1	:( - This app does not make it easier for teachers. Classes are fast paced and this app does not allow you to operate in a fast pace classroom. I understand what they were trying to do. However, it’s not working.	0
2022-06-13 12:20:01	iOS	1.1.4	1	Looks nice, functions terribly - Our daycare just switched to this app and so far, not so good. While the interface looks much nicer, the app is very confusing and also buggy. Push notifications are hit or miss (which is problematic when this means you may not see important messages about your child), the messaging section is very confusion (multiple tabs, different threads that often have the same or similar messages) and the live camera integration is horrible. The cameras often do not show and when they do, they glitch out often. This is a major step backwards for us and I hope the app is either quickly updated pr our daycare shifts back to Brightwheel and Watch Me Grow.	0
2022-06-13 10:33:55	iOS	1.1.4	1	The worst application and deserve zero star - My child’s daycare switched to this application few weeks ago (not sure the reason they did that). This is a terrible application regardless the customer service is pretty good. Every week, users have been experiencing dysfunctional livestream. My husband’s and my account have been swapped many times. This is a relatively new application but poorly developed and below acceptance scores to release (not even close to the sale point to daycare centers)	0
